frame,packet_index_zero_based,timestamp_utc,relative_ms,usb_bus,usb_device,usbpcap_function_numeric,function_semantic_class,status,status_semantic,transfer_type,endpoint,direction,usbpcap_info,urb_stage,data_length,wrapper,a0_control,marker_operator_phase,interpretation,evidence_class
90,89,2026-08-22T20:56:43.819297Z,273.043,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x81,DEVICE_TO_HOST,0x01,COMPLETION,10,0xa0,0xb0,VM_USB_ATTACH_BEGIN,A0 transport ACK; echo/status metadata present,OBSERVED
91,90,2026-08-22T20:56:43.820011Z,273.757,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x01,HOST_TO_DEVICE,0x00,SUBMISSION,64,0xa0,0x80,VM_USB_ATTACH_BEGIN,chip register write,OBSERVED
92,91,2026-08-22T20:56:43.820323Z,274.069,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x01,HOST_TO_DEVICE,0x01,COMPLETION,0,none,,VM_USB_ATTACH_BEGIN,bulk_or_interrupt_transfer with no captured data,OBSERVED
93,92,2026-08-22T20:56:43.820544Z,274.290,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x81,DEVICE_TO_HOST,0x00,SUBMISSION,0,none,,VM_USB_ATTACH_BEGIN,bulk_or_interrupt_transfer with no captured data,OBSERVED
94,93,2026-08-22T20:56:43.820892Z,274.638,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x81,DEVICE_TO_HOST,0x01,COMPLETION,10,0xa0,0xb0,VM_USB_ATTACH_BEGIN,A0 transport ACK; echo/status metadata present,OBSERVED
95,94,2026-08-22T20:56:43.821175Z,274.921,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x81,DEVICE_TO_HOST,0x00,SUBMISSION,0,none,,VM_USB_ATTACH_BEGIN,bulk_or_interrupt_transfer with no captured data,OBSERVED
96,95,2026-08-22T20:56:43.841994Z,295.740,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x01,HOST_TO_DEVICE,0x00,SUBMISSION,64,0xa0,0x80,VM_USB_ATTACH_BEGIN,chip register write,OBSERVED
97,96,2026-08-22T20:56:43.842661Z,296.407,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x01,HOST_TO_DEVICE,0x01,COMPLETION,0,none,,VM_USB_ATTACH_BEGIN,bulk_or_interrupt_transfer with no captured data,OBSERVED
98,97,2026-08-22T20:56:43.842697Z,296.443,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x81,DEVICE_TO_HOST,0x01,COMPLETION,10,0xa0,0xb0,VM_USB_ATTACH_BEGIN,A0 transport ACK; echo/status metadata present,OBSERVED
99,98,2026-08-22T20:56:43.843283Z,297.029,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x01,HOST_TO_DEVICE,0x00,SUBMISSION,64,0xa0,0x80,VM_USB_ATTACH_BEGIN,chip register write,OBSERVED
100,99,2026-08-22T20:56:43.843542Z,297.288,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x01,HOST_TO_DEVICE,0x01,COMPLETION,0,none,,VM_USB_ATTACH_BEGIN,bulk_or_interrupt_transfer with no captured data,OBSERVED
101,100,2026-08-22T20:56:43.843720Z,297.466,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x81,DEVICE_TO_HOST,0x00,SUBMISSION,0,none,,VM_USB_ATTACH_BEGIN,bulk_or_interrupt_transfer with no captured data,OBSERVED
102,101,2026-08-22T20:56:43.844018Z,297.764,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x81,DEVICE_TO_HOST,0x01,COMPLETION,10,0xa0,0xb0,VM_USB_ATTACH_BEGIN,A0 transport ACK; echo/status metadata present,OBSERVED
103,102,2026-08-22T20:56:43.844296Z,298.042,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x81,DEVICE_TO_HOST,0x00,SUBMISSION,0,none,,VM_USB_ATTACH_BEGIN,bulk_or_interrupt_transfer with no captured data,OBSERVED
104,103,2026-08-22T20:56:43.888852Z,342.598,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x01,HOST_TO_DEVICE,0x00,SUBMISSION,64,0xa0,0x90,VM_USB_ATTACH_BEGIN,volatile device configuration download,OBSERVED
105,104,2026-08-22T20:56:43.890009Z,343.755,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x01,HOST_TO_DEVICE,0x01,COMPLETION,0,none,,VM_USB_ATTACH_BEGIN,bulk_or_interrupt_transfer with no captured data,OBSERVED
106,105,2026-08-22T20:56:43.890528Z,344.274,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x01,HOST_TO_DEVICE,0x00,SUBMISSION,64,none,,VM_USB_ATTACH_BEGIN,bulk_or_interrupt_transfer,OBSERVED
107,106,2026-08-22T20:56:43.891120Z,344.866,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x01,HOST_TO_DEVICE,0x01,COMPLETION,0,none,,VM_USB_ATTACH_BEGIN,bulk_or_interrupt_transfer with no captured data,OBSERVED
108,107,2026-08-22T20:56:43.891518Z,345.264,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x01,HOST_TO_DEVICE,0x00,SUBMISSION,64,none,,VM_USB_ATTACH_BEGIN,bulk_or_interrupt_transfer,OBSERVED
109,108,2026-08-22T20:56:43.892117Z,345.863,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x01,HOST_TO_DEVICE,0x01,COMPLETION,0,none,,VM_USB_ATTACH_BEGIN,bulk_or_interrupt_transfer with no captured data,OBSERVED
110,109,2026-08-22T20:56:43.892494Z,346.240,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x01,HOST_TO_DEVICE,0x00,SUBMISSION,64,none,,VM_USB_ATTACH_BEGIN,bulk_or_interrupt_transfer,OBSERVED
111,110,2026-08-22T20:56:43.892991Z,346.737,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x01,HOST_TO_DEVICE,0x01,COMPLETION,0,none,,VM_USB_ATTACH_BEGIN,bulk_or_interrupt_transfer with no captured data,OBSERVED
112,111,2026-08-22T20:56:43.893160Z,346.906,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x81,DEVICE_TO_HOST,0x01,COMPLETION,10,0xa0,0xb0,VM_USB_ATTACH_BEGIN,A0 transport ACK; echo/status metadata present,OBSERVED
113,112,2026-08-22T20:56:43.894073Z,347.819,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x81,DEVICE_TO_HOST,0x00,SUBMISSION,0,none,,VM_USB_ATTACH_BEGIN,bulk_or_interrupt_transfer with no captured data,OBSERVED
114,113,2026-08-22T20:56:43.894735Z,348.481,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x81,DEVICE_TO_HOST,0x01,COMPLETION,10,0xa0,0x90,VM_USB_ATTACH_BEGIN,volatile device configuration download,OBSERVED
115,114,2026-08-22T20:56:43.899230Z,352.976,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x01,HOST_TO_DEVICE,0x00,SUBMISSION,64,0xa0,0xd1,VM_USB_ATTACH_BEGIN,TLS transition,OBSERVED
116,115,2026-08-22T20:56:43.900321Z,354.067,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x01,HOST_TO_DEVICE,0x01,COMPLETION,0,none,,VM_USB_ATTACH_BEGIN,bulk_or_interrupt_transfer with no captured data,OBSERVED
117,116,2026-08-22T20:56:43.900774Z,354.520,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x81,DEVICE_TO_HOST,0x00,SUBMISSION,0,none,,VM_USB_ATTACH_BEGIN,bulk_or_interrupt_transfer with no captured data,OBSERVED
118,117,2026-08-22T20:56:43.901793Z,355.539,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x81,DEVICE_TO_HOST,0x01,COMPLETION,56,0xb0,,VM_USB_ATTACH_BEGIN,B0 TLS/application byte-stream fragment,OBSERVED
119,118,2026-08-22T20:56:43.903000Z,356.746,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x01,HOST_TO_DEVICE,0x00,SUBMISSION,64,0xb0,,VM_USB_ATTACH_BEGIN,B0 TLS/application byte-stream fragment,OBSERVED
120,119,2026-08-22T20:56:43.903549Z,357.295,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x01,HOST_TO_DEVICE,0x01,COMPLETION,0,none,,VM_USB_ATTACH_BEGIN,bulk_or_interrupt_transfer with no captured data,OBSERVED
121,120,2026-08-22T20:56:43.904546Z,358.292,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x01,HOST_TO_DEVICE,0x00,SUBMISSION,64,none,,VM_USB_ATTACH_BEGIN,bulk_or_interrupt_transfer,OBSERVED
122,121,2026-08-22T20:56:43.904927Z,358.673,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x01,HOST_TO_DEVICE,0x01,COMPLETION,0,none,,VM_USB_ATTACH_BEGIN,bulk_or_interrupt_transfer with no captured data,OBSERVED
123,122,2026-08-22T20:56:43.920814Z,374.560,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x01,HOST_TO_DEVICE,0x00,SUBMISSION,64,0xb0,,VM_USB_ATTACH_BEGIN,B0 TLS/application byte-stream fragment,OBSERVED
124,123,2026-08-22T20:56:43.921495Z,375.241,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x01,HOST_TO_DEVICE,0x01,COMPLETION,0,none,,VM_USB_ATTACH_BEGIN,bulk_or_interrupt_transfer with no captured data,OBSERVED
125,124,2026-08-22T20:56:43.936837Z,390.583,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x81,DEVICE_TO_HOST,0x00,SUBMISSION,0,none,,VM_USB_ATTACH_BEGIN,bulk_or_interrupt_transfer with no captured data,OBSERVED
126,125,2026-08-22T20:56:43.937580Z,391.326,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x81,DEVICE_TO_HOST,0x01,COMPLETION,30,0xb0,,VM_USB_ATTACH_BEGIN,B0 TLS/application byte-stream fragment,OBSERVED
127,126,2026-08-22T20:56:43.938645Z,392.391,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x81,DEVICE_TO_HOST,0x00,SUBMISSION,0,none,,VM_USB_ATTACH_BEGIN,bulk_or_interrupt_transfer with no captured data,OBSERVED
128,127,2026-08-22T20:56:43.947071Z,400.817,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x81,DEVICE_TO_HOST,0x01,COMPLETION,10,0xb0,,VM_USB_ATTACH_BEGIN,B0 TLS/application byte-stream fragment,OBSERVED
129,128,2026-08-22T20:56:43.947882Z,401.628,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x81,DEVICE_TO_HOST,0x00,SUBMISSION,0,none,,VM_USB_ATTACH_BEGIN,bulk_or_interrupt_transfer with no captured data,OBSERVED
130,129,2026-08-22T20:56:43.949555Z,403.301,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x81,DEVICE_TO_HOST,0x01,COMPLETION,49,0xb0,,VM_USB_ATTACH_BEGIN,B0 TLS/application byte-stream fragment,OBSERVED
131,130,2026-08-22T20:56:43.950175Z,403.921,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x01,HOST_TO_DEVICE,0x00,SUBMISSION,64,0xb0,,VM_USB_ATTACH_BEGIN,B0 TLS/application byte-stream fragment,OBSERVED
132,131,2026-08-22T20:56:43.950765Z,404.511,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x01,HOST_TO_DEVICE,0x01,COMPLETION,0,none,,VM_USB_ATTACH_BEGIN,bulk_or_interrupt_transfer with no captured data,OBSERVED
133,132,2026-08-22T20:56:44.016557Z,470.303,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x01,HOST_TO_DEVICE,0x00,SUBMISSION,64,0xb0,,VM_USB_ATTACH_BEGIN,B0 TLS/application byte-stream fragment,OBSERVED
134,133,2026-08-22T20:56:44.017187Z,470.933,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x01,HOST_TO_DEVICE,0x01,COMPLETION,0,none,,VM_USB_ATTACH_BEGIN,bulk_or_interrupt_transfer with no captured data,OBSERVED
135,134,2026-08-22T20:56:44.033083Z,486.829,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x81,DEVICE_TO_HOST,0x00,SUBMISSION,0,none,,VM_USB_ATTACH_BEGIN,bulk_or_interrupt_transfer with no captured data,OBSERVED
136,135,2026-08-22T20:56:44.064291Z,518.037,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x01,HOST_TO_DEVICE,0x00,SUBMISSION,64,0xa0,0xd4,VM_USB_ATTACH_BEGIN,volatile session initialization,OBSERVED
137,136,2026-08-22T20:56:44.064918Z,518.664,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x01,HOST_TO_DEVICE,0x01,COMPLETION,0,none,,VM_USB_ATTACH_BEGIN,bulk_or_interrupt_transfer with no captured data,OBSERVED
138,137,2026-08-22T20:56:44.064967Z,518.713,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x81,DEVICE_TO_HOST,0x01,COMPLETION,10,0xa0,0xb0,VM_USB_ATTACH_BEGIN,A0 transport ACK; echo/status metadata present,OBSERVED
139,138,2026-08-22T20:56:44.065347Z,519.093,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x81,DEVICE_TO_HOST,0x00,SUBMISSION,0,none,,VM_USB_ATTACH_BEGIN,bulk_or_interrupt_transfer with no captured data,OBSERVED
140,139,2026-08-22T20:56:44.143006Z,596.752,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x01,HOST_TO_DEVICE,0x00,SUBMISSION,64,0xa0,0xaf,VM_USB_ATTACH_BEGIN,MCU state query wire coordinate,OBSERVED
141,140,2026-08-22T20:56:44.144662Z,598.408,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x01,HOST_TO_DEVICE,0x01,COMPLETION,0,none,,VM_USB_ATTACH_BEGIN,bulk_or_interrupt_transfer with no captured data,OBSERVED
142,141,2026-08-22T20:56:44.144759Z,598.505,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x81,DEVICE_TO_HOST,0x01,COMPLETION,24,0xa0,0xae,VM_USB_ATTACH_BEGIN,MCU state response,OBSERVED
143,142,2026-08-22T20:56:44.146639Z,600.385,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x01,HOST_TO_DEVICE,0x00,SUBMISSION,64,0xa0,0x36,VM_USB_ATTACH_BEGIN,manual no-finger FDT baseline sample,OBSERVED
144,143,2026-08-22T20:56:44.147120Z,600.866,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x01,HOST_TO_DEVICE,0x01,COMPLETION,0,none,,VM_USB_ATTACH_BEGIN,bulk_or_interrupt_transfer with no captured data,OBSERVED
145,144,2026-08-22T20:56:44.147444Z,601.190,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x81,DEVICE_TO_HOST,0x00,SUBMISSION,0,none,,VM_USB_ATTACH_BEGIN,bulk_or_interrupt_transfer with no captured data,OBSERVED
146,145,2026-08-22T20:56:44.147949Z,601.695,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x81,DEVICE_TO_HOST,0x01,COMPLETION,10,0xa0,0xb0,VM_USB_ATTACH_BEGIN,A0 transport ACK; echo/status metadata present,OBSERVED
147,146,2026-08-22T20:56:44.148441Z,602.187,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x81,DEVICE_TO_HOST,0x00,SUBMISSION,0,none,,VM_USB_ATTACH_BEGIN,bulk_or_interrupt_transfer with no captured data,OBSERVED
148,147,2026-08-22T20:56:44.157664Z,611.410,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x81,DEVICE_TO_HOST,0x01,COMPLETION,24,0xa0,0x36,VM_USB_ATTACH_BEGIN,manual no-finger FDT baseline sample,OBSERVED
149,148,2026-08-22T20:56:44.159166Z,612.912,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x81,DEVICE_TO_HOST,0x00,SUBMISSION,0,none,,VM_USB_ATTACH_BEGIN,bulk_or_interrupt_transfer with no captured data,OBSERVED
150,149,2026-08-22T20:56:44.174128Z,627.874,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x01,HOST_TO_DEVICE,0x00,SUBMISSION,64,0xa0,0x50,VM_USB_ATTACH_BEGIN,D230-known sensor/mode family; exact semantics unresolved,OBSERVED
151,150,2026-08-22T20:56:44.174660Z,628.406,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x01,HOST_TO_DEVICE,0x01,COMPLETION,0,none,,VM_USB_ATTACH_BEGIN,bulk_or_interrupt_transfer with no captured data,OBSERVED
152,151,2026-08-22T20:56:44.174713Z,628.459,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x81,DEVICE_TO_HOST,0x01,COMPLETION,10,0xa0,0xb0,VM_USB_ATTACH_BEGIN,A0 transport ACK; echo/status metadata present,OBSERVED
153,152,2026-08-22T20:56:44.174912Z,628.658,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x81,DEVICE_TO_HOST,0x00,SUBMISSION,0,none,,VM_USB_ATTACH_BEGIN,bulk_or_interrupt_transfer with no captured data,OBSERVED
154,153,2026-08-22T20:56:44.192062Z,645.808,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x81,DEVICE_TO_HOST,0x01,COMPLETION,2417,0xa0,0x50,VM_USB_ATTACH_BEGIN,D230-known sensor/mode family; exact semantics unresolved,OBSERVED
155,154,2026-08-22T20:56:44.193051Z,646.797,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x01,HOST_TO_DEVICE,0x00,SUBMISSION,64,0xa0,0x36,VM_USB_ATTACH_BEGIN,manual no-finger FDT baseline sample,OBSERVED
156,155,2026-08-22T20:56:44.193628Z,647.374,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x01,HOST_TO_DEVICE,0x01,COMPLETION,0,none,,VM_USB_ATTACH_BEGIN,bulk_or_interrupt_transfer with no captured data,OBSERVED
157,156,2026-08-22T20:56:44.194126Z,647.872,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x81,DEVICE_TO_HOST,0x00,SUBMISSION,0,none,,VM_USB_ATTACH_BEGIN,bulk_or_interrupt_transfer with no captured data,OBSERVED
158,157,2026-08-22T20:56:44.194596Z,648.342,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x81,DEVICE_TO_HOST,0x01,COMPLETION,10,0xa0,0xb0,VM_USB_ATTACH_BEGIN,A0 transport ACK; echo/status metadata present,OBSERVED
159,158,2026-08-22T20:56:44.194987Z,648.733,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x81,DEVICE_TO_HOST,0x00,SUBMISSION,0,none,,VM_USB_ATTACH_BEGIN,bulk_or_interrupt_transfer with no captured data,OBSERVED
160,159,2026-08-22T20:56:44.204117Z,657.863,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x81,DEVICE_TO_HOST,0x01,COMPLETION,24,0xa0,0x36,VM_USB_ATTACH_BEGIN,manual no-finger FDT baseline sample,OBSERVED
161,160,2026-08-22T20:56:44.205084Z,658.830,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x81,DEVICE_TO_HOST,0x00,SUBMISSION,0,none,,VM_USB_ATTACH_BEGIN,bulk_or_interrupt_transfer with no captured data,OBSERVED
162,161,2026-08-22T20:56:44.223308Z,677.054,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x01,HOST_TO_DEVICE,0x00,SUBMISSION,64,0xa0,0x82,VM_USB_ATTACH_BEGIN,bounded chip register read,OBSERVED
163,162,2026-08-22T20:56:44.224557Z,678.303,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x01,HOST_TO_DEVICE,0x01,COMPLETION,0,none,,VM_USB_ATTACH_BEGIN,bulk_or_interrupt_transfer with no captured data,OBSERVED
164,163,2026-08-22T20:56:44.224631Z,678.377,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x81,DEVICE_TO_HOST,0x01,COMPLETION,10,0xa0,0xb0,VM_USB_ATTACH_BEGIN,A0 transport ACK; echo/status metadata present,OBSERVED
165,164,2026-08-22T20:56:44.224912Z,678.658,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x81,DEVICE_TO_HOST,0x00,SUBMISSION,0,none,,VM_USB_ATTACH_BEGIN,bulk_or_interrupt_transfer with no captured data,OBSERVED
166,165,2026-08-22T20:56:44.225506Z,679.252,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x81,DEVICE_TO_HOST,0x01,COMPLETION,10,0xa0,0x82,VM_USB_ATTACH_BEGIN,bounded chip register read,OBSERVED
167,166,2026-08-22T20:56:44.225890Z,679.636,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x81,DEVICE_TO_HOST,0x00,SUBMISSION,0,none,,VM_USB_ATTACH_BEGIN,bulk_or_interrupt_transfer with no captured data,OBSERVED
168,167,2026-08-22T20:56:44.226635Z,680.381,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x01,HOST_TO_DEVICE,0x00,SUBMISSION,64,0xa0,0x20,VM_USB_ATTACH_BEGIN,image mode cmd1=0,OBSERVED
169,168,2026-08-22T20:56:44.227268Z,681.014,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x01,HOST_TO_DEVICE,0x01,COMPLETION,0,none,,VM_USB_ATTACH_BEGIN,bulk_or_interrupt_transfer with no captured data,OBSERVED
170,169,2026-08-22T20:56:44.227327Z,681.073,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x81,DEVICE_TO_HOST,0x01,COMPLETION,10,0xa0,0xb0,VM_USB_ATTACH_BEGIN,A0 transport ACK; echo/status metadata present,OBSERVED
171,170,2026-08-22T20:56:44.227569Z,681.315,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x81,DEVICE_TO_HOST,0x00,SUBMISSION,0,none,,VM_USB_ATTACH_BEGIN,bulk_or_interrupt_transfer with no captured data,OBSERVED
172,171,2026-08-22T20:56:44.307928Z,761.674,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x81,DEVICE_TO_HOST,0x01,COMPLETION,7726,0xb0,,VM_USB_ATTACH_BEGIN,B0 TLS/application byte-stream fragment,OBSERVED
173,172,2026-08-22T20:56:44.310242Z,763.988,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x01,HOST_TO_DEVICE,0x00,SUBMISSION,64,0xa0,0x36,VM_USB_ATTACH_BEGIN,manual no-finger FDT baseline sample,OBSERVED
