journal_received_utc	boot_id	monotonic_us	message
2026-09-15T10:09:38.927628+00:00	644bcaf1c8c7451ab99f585de8393389	41389399	GOODIX_PRODUCTION_EPOCH_AUDIT action=FPI_DEVICE_ACTION_VERIFY attempts=1 rejected=0 logical_actions=1 transport_epochs=1 identify_enroll_handoffs=0 identify_enroll_armed=0 consumed=1 tls=1 baseline_disturbance=0 baseline_resample=0 baseline_recovery_exhausted=0 baseline_last_phase=NOT_STARTED baseline_last_irq=0 baseline_last_flags=0 baseline_touch_flags_accepted=0 baseline_last_accepted_flags=0 capture_entry=1 first_image=1 release_tail=0 single_terminal=0 rearm32=0 rejected_a0=0 rejected_a0_phase=NOT_STARTED rejected_a0_control=0 rejected_a0_irq=0 rejected_a0_flags=0 enroll_stages=0 enroll_rearm32=0 enroll_terminal=0 enroll_contacts=0 enroll_retry_scans=0 secure_retry=0 post_retry=0 reopen=0 explicit_verify_reopen=0 explicit_identify_reopen=0 reset=0 clear_halt=0 persistent=0 sigfm_baseline_pinned=1 sigfm_baseline_reused=0 real_submit=76 outstanding=0 drained=1 context_closed=1
2026-09-15T10:10:18.045079+00:00	644bcaf1c8c7451ab99f585de8393389	80506849	GOODIX_PRODUCTION_EPOCH_AUDIT action=FPI_DEVICE_ACTION_VERIFY attempts=1 rejected=0 logical_actions=1 transport_epochs=1 identify_enroll_handoffs=0 identify_enroll_armed=0 consumed=1 tls=1 baseline_disturbance=0 baseline_resample=0 baseline_recovery_exhausted=0 baseline_last_phase=NOT_STARTED baseline_last_irq=0 baseline_last_flags=0 baseline_touch_flags_accepted=0 baseline_last_accepted_flags=0 capture_entry=1 first_image=1 release_tail=0 single_terminal=0 rearm32=0 rejected_a0=0 rejected_a0_phase=NOT_STARTED rejected_a0_control=0 rejected_a0_irq=0 rejected_a0_flags=0 enroll_stages=0 enroll_rearm32=0 enroll_terminal=0 enroll_contacts=0 enroll_retry_scans=0 secure_retry=0 post_retry=0 reopen=0 explicit_verify_reopen=0 explicit_identify_reopen=0 reset=0 clear_halt=0 persistent=0 sigfm_baseline_pinned=1 sigfm_baseline_reused=0 real_submit=76 outstanding=0 drained=1 context_closed=1
2026-09-15T10:52:09.096394+00:00	644bcaf1c8c7451ab99f585de8393389	2591558164	GOODIX_PRODUCTION_EPOCH_AUDIT action=FPI_DEVICE_ACTION_VERIFY attempts=1 rejected=0 logical_actions=1 transport_epochs=1 identify_enroll_handoffs=0 identify_enroll_armed=0 consumed=1 tls=1 baseline_disturbance=0 baseline_resample=0 baseline_recovery_exhausted=0 baseline_last_phase=NOT_STARTED baseline_last_irq=0 baseline_last_flags=0 baseline_touch_flags_accepted=0 baseline_last_accepted_flags=0 capture_entry=1 first_image=1 release_tail=0 single_terminal=0 rearm32=0 rejected_a0=0 rejected_a0_phase=NOT_STARTED rejected_a0_control=0 rejected_a0_irq=0 rejected_a0_flags=0 enroll_stages=0 enroll_rearm32=0 enroll_terminal=0 enroll_contacts=0 enroll_retry_scans=0 secure_retry=0 post_retry=0 reopen=0 explicit_verify_reopen=0 explicit_identify_reopen=0 reset=0 clear_halt=0 persistent=0 sigfm_baseline_pinned=1 sigfm_baseline_reused=0 real_submit=76 outstanding=0 drained=1 context_closed=1
2026-09-15T10:53:52.125232+00:00	ff8c5acc2eb34872ab131e44e61fdf05	61584773	GOODIX_PRODUCTION_EPOCH_AUDIT action=FPI_DEVICE_ACTION_VERIFY attempts=1 rejected=0 logical_actions=1 transport_epochs=1 identify_enroll_handoffs=0 identify_enroll_armed=0 consumed=1 tls=1 baseline_disturbance=0 baseline_resample=0 baseline_recovery_exhausted=0 baseline_last_phase=NOT_STARTED baseline_last_irq=0 baseline_last_flags=0 baseline_touch_flags_accepted=1 baseline_last_accepted_flags=63 capture_entry=1 post_tls_ack_consumed=8 post_tls_late_ack_consumed=0 post_tls_notification_consumed=0 post_tls_reverse_irq80_consumed=1 post_tls_reverse_irq82_consumed=0 post_tls_command_response_before_ack=0 post_tls_known_auxiliary_consumed=9 post_tls_invalid_frame=0 fdt_irq100_3_reason=NONE first_image=0 release_tail=0 single_terminal=0 rearm32=0 rejected_a0=0 rejected_a0_phase=NOT_STARTED rejected_a0_control=0 rejected_a0_irq=0 rejected_a0_flags=0 enroll_stages=0 enroll_rearm32=0 enroll_terminal=0 enroll_contacts=0 enroll_retry_scans=0 secure_retry=0 post_retry=0 reopen=0 explicit_verify_reopen=0 explicit_identify_reopen=0 reset=0 clear_halt=0 persistent=0 sigfm_baseline_pinned=0 sigfm_baseline_reused=0 real_submit=71 outstanding=0 drained=1 context_closed=1
2026-09-15T10:53:57.595657+00:00	ff8c5acc2eb34872ab131e44e61fdf05	67055198	GOODIX_PRODUCTION_EPOCH_AUDIT action=FPI_DEVICE_ACTION_VERIFY attempts=1 rejected=0 logical_actions=1 transport_epochs=1 identify_enroll_handoffs=0 identify_enroll_armed=0 consumed=1 tls=1 baseline_disturbance=0 baseline_resample=0 baseline_recovery_exhausted=0 baseline_last_phase=NOT_STARTED baseline_last_irq=0 baseline_last_flags=0 baseline_touch_flags_accepted=0 baseline_last_accepted_flags=0 capture_entry=1 post_tls_ack_consumed=9 post_tls_late_ack_consumed=0 post_tls_notification_consumed=0 post_tls_reverse_irq80_consumed=0 post_tls_reverse_irq82_consumed=0 post_tls_command_response_before_ack=0 post_tls_known_auxiliary_consumed=9 post_tls_invalid_frame=1 fdt_irq100_3_reason=NONE first_image=0 release_tail=0 single_terminal=0 rearm32=0 rejected_a0=1 rejected_a0_phase=FIRST_B0 rejected_a0_control=34 rejected_a0_irq=-1 rejected_a0_flags=-1 enroll_stages=0 enroll_rearm32=0 enroll_terminal=0 enroll_contacts=0 enroll_retry_scans=0 secure_retry=0 post_retry=0 reopen=0 explicit_verify_reopen=0 explicit_identify_reopen=0 reset=0 clear_halt=0 persistent=0 sigfm_baseline_pinned=0 sigfm_baseline_reused=0 real_submit=73 outstanding=0 drained=1 context_closed=1
2026-09-15T10:54:02.441106+00:00	ff8c5acc2eb34872ab131e44e61fdf05	71900647	GOODIX_PRODUCTION_EPOCH_AUDIT action=FPI_DEVICE_ACTION_VERIFY attempts=1 rejected=0 logical_actions=1 transport_epochs=1 identify_enroll_handoffs=0 identify_enroll_armed=0 consumed=1 tls=1 baseline_disturbance=0 baseline_resample=0 baseline_recovery_exhausted=0 baseline_last_phase=NOT_STARTED baseline_last_irq=0 baseline_last_flags=0 baseline_touch_flags_accepted=1 baseline_last_accepted_flags=63 capture_entry=0 post_tls_ack_consumed=7 post_tls_late_ack_consumed=0 post_tls_notification_consumed=0 post_tls_reverse_irq80_consumed=0 post_tls_reverse_irq82_consumed=0 post_tls_command_response_before_ack=0 post_tls_known_auxiliary_consumed=7 post_tls_invalid_frame=1 fdt_irq100_3_reason=DELTA_OUTSIDE_THRESHOLD first_image=0 release_tail=0 single_terminal=0 rearm32=0 rejected_a0=1 rejected_a0_phase=FDT_IRQ100_3 rejected_a0_control=54 rejected_a0_irq=256 rejected_a0_flags=63 enroll_stages=0 enroll_rearm32=0 enroll_terminal=0 enroll_contacts=0 enroll_retry_scans=0 secure_retry=0 post_retry=0 reopen=0 explicit_verify_reopen=0 explicit_identify_reopen=0 reset=0 clear_halt=0 persistent=0 sigfm_baseline_pinned=0 sigfm_baseline_reused=0 real_submit=67 outstanding=0 drained=1 context_closed=1
2026-09-15T10:54:11.223417+00:00	ff8c5acc2eb34872ab131e44e61fdf05	80682958	GOODIX_PRODUCTION_EPOCH_AUDIT action=FPI_DEVICE_ACTION_VERIFY attempts=1 rejected=0 logical_actions=1 transport_epochs=1 identify_enroll_handoffs=0 identify_enroll_armed=0 consumed=1 tls=1 baseline_disturbance=0 baseline_resample=0 baseline_recovery_exhausted=0 baseline_last_phase=NOT_STARTED baseline_last_irq=0 baseline_last_flags=0 baseline_touch_flags_accepted=0 baseline_last_accepted_flags=0 capture_entry=1 post_tls_ack_consumed=9 post_tls_late_ack_consumed=0 post_tls_notification_consumed=0 post_tls_reverse_irq80_consumed=0 post_tls_reverse_irq82_consumed=0 post_tls_command_response_before_ack=0 post_tls_known_auxiliary_consumed=9 post_tls_invalid_frame=1 fdt_irq100_3_reason=NONE first_image=0 release_tail=0 single_terminal=0 rearm32=0 rejected_a0=1 rejected_a0_phase=FIRST_B0 rejected_a0_control=34 rejected_a0_irq=-1 rejected_a0_flags=-1 enroll_stages=0 enroll_rearm32=0 enroll_terminal=0 enroll_contacts=0 enroll_retry_scans=0 secure_retry=0 post_retry=0 reopen=0 explicit_verify_reopen=0 explicit_identify_reopen=0 reset=0 clear_halt=0 persistent=0 sigfm_baseline_pinned=0 sigfm_baseline_reused=0 real_submit=73 outstanding=0 drained=1 context_closed=1
2026-09-15T10:54:18.599922+00:00	ff8c5acc2eb34872ab131e44e61fdf05	88059464	GOODIX_PRODUCTION_EPOCH_AUDIT action=FPI_DEVICE_ACTION_VERIFY attempts=1 rejected=0 logical_actions=1 transport_epochs=1 identify_enroll_handoffs=0 identify_enroll_armed=0 consumed=1 tls=1 baseline_disturbance=0 baseline_resample=0 baseline_recovery_exhausted=0 baseline_last_phase=NOT_STARTED baseline_last_irq=0 baseline_last_flags=0 baseline_touch_flags_accepted=0 baseline_last_accepted_flags=0 capture_entry=1 post_tls_ack_consumed=9 post_tls_late_ack_consumed=0 post_tls_notification_consumed=0 post_tls_reverse_irq80_consumed=0 post_tls_reverse_irq82_consumed=0 post_tls_command_response_before_ack=0 post_tls_known_auxiliary_consumed=9 post_tls_invalid_frame=1 fdt_irq100_3_reason=NONE first_image=0 release_tail=0 single_terminal=0 rearm32=0 rejected_a0=1 rejected_a0_phase=FIRST_B0 rejected_a0_control=34 rejected_a0_irq=-1 rejected_a0_flags=-1 enroll_stages=0 enroll_rearm32=0 enroll_terminal=0 enroll_contacts=0 enroll_retry_scans=0 secure_retry=0 post_retry=0 reopen=0 explicit_verify_reopen=0 explicit_identify_reopen=0 reset=0 clear_halt=0 persistent=0 sigfm_baseline_pinned=0 sigfm_baseline_reused=0 real_submit=73 outstanding=0 drained=1 context_closed=1
2026-09-15T10:55:07.880521+00:00	ff8c5acc2eb34872ab131e44e61fdf05	137340062	GOODIX_PRODUCTION_EPOCH_AUDIT action=FPI_DEVICE_ACTION_VERIFY attempts=1 rejected=0 logical_actions=1 transport_epochs=1 identify_enroll_handoffs=0 identify_enroll_armed=0 consumed=1 tls=1 baseline_disturbance=0 baseline_resample=0 baseline_recovery_exhausted=0 baseline_last_phase=NOT_STARTED baseline_last_irq=0 baseline_last_flags=0 baseline_touch_flags_accepted=0 baseline_last_accepted_flags=0 capture_entry=1 post_tls_ack_consumed=8 post_tls_late_ack_consumed=0 post_tls_notification_consumed=0 post_tls_reverse_irq80_consumed=0 post_tls_reverse_irq82_consumed=0 post_tls_command_response_before_ack=0 post_tls_known_auxiliary_consumed=8 post_tls_invalid_frame=0 fdt_irq100_3_reason=NONE first_image=0 release_tail=0 single_terminal=0 rearm32=0 rejected_a0=0 rejected_a0_phase=NOT_STARTED rejected_a0_control=0 rejected_a0_irq=0 rejected_a0_flags=0 enroll_stages=0 enroll_rearm32=0 enroll_terminal=0 enroll_contacts=0 enroll_retry_scans=0 secure_retry=0 post_retry=0 reopen=0 explicit_verify_reopen=0 explicit_identify_reopen=0 reset=0 clear_halt=0 persistent=0 sigfm_baseline_pinned=0 sigfm_baseline_reused=0 real_submit=70 outstanding=0 drained=1 context_closed=1
2026-09-15T10:55:37.263921+00:00	ff8c5acc2eb34872ab131e44e61fdf05	166723462	GOODIX_PRODUCTION_EPOCH_AUDIT action=FPI_DEVICE_ACTION_VERIFY attempts=1 rejected=0 logical_actions=1 transport_epochs=1 identify_enroll_handoffs=0 identify_enroll_armed=0 consumed=1 tls=1 baseline_disturbance=0 baseline_resample=0 baseline_recovery_exhausted=0 baseline_last_phase=NOT_STARTED baseline_last_irq=0 baseline_last_flags=0 baseline_touch_flags_accepted=0 baseline_last_accepted_flags=0 capture_entry=1 post_tls_ack_consumed=9 post_tls_late_ack_consumed=0 post_tls_notification_consumed=0 post_tls_reverse_irq80_consumed=0 post_tls_reverse_irq82_consumed=0 post_tls_command_response_before_ack=0 post_tls_known_auxiliary_consumed=9 post_tls_invalid_frame=1 fdt_irq100_3_reason=NONE first_image=0 release_tail=0 single_terminal=0 rearm32=0 rejected_a0=1 rejected_a0_phase=FIRST_B0 rejected_a0_control=34 rejected_a0_irq=-1 rejected_a0_flags=-1 enroll_stages=0 enroll_rearm32=0 enroll_terminal=0 enroll_contacts=0 enroll_retry_scans=0 secure_retry=0 post_retry=0 reopen=0 explicit_verify_reopen=0 explicit_identify_reopen=0 reset=0 clear_halt=0 persistent=0 sigfm_baseline_pinned=0 sigfm_baseline_reused=0 real_submit=73 outstanding=0 drained=1 context_closed=1
2026-09-15T11:51:16.757919+00:00	aa393076a5fc44f2a44c073d683cbe66	17222173	GOODIX_PRODUCTION_EPOCH_AUDIT action=FPI_DEVICE_ACTION_VERIFY attempts=1 rejected=0 logical_actions=1 transport_epochs=1 identify_enroll_handoffs=0 identify_enroll_armed=0 consumed=1 tls=1 baseline_disturbance=0 baseline_resample=0 baseline_recovery_exhausted=0 baseline_last_phase=NOT_STARTED baseline_last_irq=0 baseline_last_flags=0 baseline_touch_flags_accepted=3 baseline_last_accepted_flags=63 capture_entry=0 post_tls_ack_consumed=9 post_tls_late_ack_consumed=0 post_tls_notification_consumed=0 post_tls_reverse_irq80_consumed=0 post_tls_reverse_irq82_consumed=0 post_tls_command_response_before_ack=0 post_tls_known_auxiliary_consumed=9 post_tls_invalid_frame=1 fdt_irq100_3_reason=DELTA_OUTSIDE_THRESHOLD fdt_delta_recovery=2 fdt_delta_recovery_exhausted=1 first_image=0 release_tail=0 single_terminal=0 rearm32=0 rejected_a0=1 rejected_a0_phase=FDT_IRQ100_3 rejected_a0_control=54 rejected_a0_irq=256 rejected_a0_flags=63 enroll_stages=0 enroll_rearm32=0 enroll_terminal=0 enroll_contacts=0 enroll_retry_scans=0 secure_retry=0 post_retry=2 reopen=0 explicit_verify_reopen=0 explicit_identify_reopen=0 reset=0 clear_halt=0 persistent=0 sigfm_baseline_pinned=0 sigfm_baseline_reused=0 real_submit=73 outstanding=0 drained=1 context_closed=1
2026-09-15T11:52:07.085987+00:00	aa393076a5fc44f2a44c073d683cbe66	67550240	GOODIX_PRODUCTION_EPOCH_AUDIT action=FPI_DEVICE_ACTION_VERIFY attempts=1 rejected=0 logical_actions=1 transport_epochs=1 identify_enroll_handoffs=0 identify_enroll_armed=0 consumed=1 tls=1 baseline_disturbance=0 baseline_resample=0 baseline_recovery_exhausted=0 baseline_last_phase=NOT_STARTED baseline_last_irq=0 baseline_last_flags=0 baseline_touch_flags_accepted=1 baseline_last_accepted_flags=63 capture_entry=1 post_tls_ack_consumed=8 post_tls_late_ack_consumed=0 post_tls_notification_consumed=0 post_tls_reverse_irq80_consumed=1 post_tls_reverse_irq82_consumed=0 post_tls_command_response_before_ack=0 post_tls_known_auxiliary_consumed=9 post_tls_invalid_frame=0 fdt_irq100_3_reason=NONE fdt_delta_recovery=0 fdt_delta_recovery_exhausted=0 first_image=0 release_tail=0 single_terminal=0 rearm32=0 rejected_a0=0 rejected_a0_phase=NOT_STARTED rejected_a0_control=0 rejected_a0_irq=0 rejected_a0_flags=0 enroll_stages=0 enroll_rearm32=0 enroll_terminal=0 enroll_contacts=0 enroll_retry_scans=0 secure_retry=0 post_retry=0 reopen=0 explicit_verify_reopen=0 explicit_identify_reopen=0 reset=0 clear_halt=0 persistent=0 sigfm_baseline_pinned=0 sigfm_baseline_reused=0 real_submit=71 outstanding=0 drained=1 context_closed=1
2026-09-15T11:52:58.908966+00:00	aa393076a5fc44f2a44c073d683cbe66	119373219	GOODIX_PRODUCTION_EPOCH_AUDIT action=FPI_DEVICE_ACTION_VERIFY attempts=1 rejected=0 logical_actions=1 transport_epochs=1 identify_enroll_handoffs=0 identify_enroll_armed=0 consumed=1 tls=1 baseline_disturbance=0 baseline_resample=0 baseline_recovery_exhausted=0 baseline_last_phase=NOT_STARTED baseline_last_irq=0 baseline_last_flags=0 baseline_touch_flags_accepted=0 baseline_last_accepted_flags=0 capture_entry=1 post_tls_ack_consumed=8 post_tls_late_ack_consumed=0 post_tls_notification_consumed=0 post_tls_reverse_irq80_consumed=0 post_tls_reverse_irq82_consumed=0 post_tls_command_response_before_ack=0 post_tls_known_auxiliary_consumed=8 post_tls_invalid_frame=0 fdt_irq100_3_reason=NONE fdt_delta_recovery=0 fdt_delta_recovery_exhausted=0 first_image=0 release_tail=0 single_terminal=0 rearm32=0 rejected_a0=0 rejected_a0_phase=NOT_STARTED rejected_a0_control=0 rejected_a0_irq=0 rejected_a0_flags=0 enroll_stages=0 enroll_rearm32=0 enroll_terminal=0 enroll_contacts=0 enroll_retry_scans=0 secure_retry=0 post_retry=0 reopen=0 explicit_verify_reopen=0 explicit_identify_reopen=0 reset=0 clear_halt=0 persistent=0 sigfm_baseline_pinned=0 sigfm_baseline_reused=0 real_submit=70 outstanding=0 drained=1 context_closed=1
2026-09-15T11:58:52.942814+00:00	aa393076a5fc44f2a44c073d683cbe66	473407067	GOODIX_PRODUCTION_EPOCH_AUDIT action=FPI_DEVICE_ACTION_VERIFY attempts=1 rejected=0 logical_actions=1 transport_epochs=1 identify_enroll_handoffs=0 identify_enroll_armed=0 consumed=1 tls=1 baseline_disturbance=0 baseline_resample=0 baseline_recovery_exhausted=0 baseline_last_phase=NOT_STARTED baseline_last_irq=0 baseline_last_flags=0 baseline_touch_flags_accepted=0 baseline_last_accepted_flags=0 capture_entry=1 post_tls_ack_consumed=10 post_tls_late_ack_consumed=0 post_tls_notification_consumed=0 post_tls_reverse_irq80_consumed=0 post_tls_reverse_irq82_consumed=0 post_tls_command_response_before_ack=0 post_tls_known_auxiliary_consumed=10 post_tls_invalid_frame=0 fdt_irq100_3_reason=NONE fdt_delta_recovery=0 fdt_delta_recovery_exhausted=0 first_image=1 release_tail=0 single_terminal=0 rearm32=0 rejected_a0=0 rejected_a0_phase=NOT_STARTED rejected_a0_control=0 rejected_a0_irq=0 rejected_a0_flags=0 enroll_stages=0 enroll_rearm32=0 enroll_terminal=0 enroll_contacts=0 enroll_retry_scans=0 secure_retry=0 post_retry=0 reopen=0 explicit_verify_reopen=0 explicit_identify_reopen=0 reset=0 clear_halt=0 persistent=0 sigfm_baseline_pinned=1 sigfm_baseline_reused=0 real_submit=76 outstanding=0 drained=1 context_closed=1
2026-09-15T12:41:30.615400+00:00	89f8f25b8fa2472aa8cbbec2f97ecf17	62079759	GOODIX_PRODUCTION_EPOCH_AUDIT action=FPI_DEVICE_ACTION_VERIFY attempts=1 rejected=0 logical_actions=1 transport_epochs=1 identify_enroll_handoffs=0 identify_enroll_armed=0 consumed=1 tls=1 baseline_disturbance=0 baseline_resample=0 baseline_recovery_exhausted=0 baseline_last_phase=NOT_STARTED baseline_last_irq=0 baseline_last_flags=0 baseline_touch_flags_accepted=1 baseline_last_accepted_flags=63 capture_entry=1 post_tls_ack_consumed=8 post_tls_late_ack_consumed=0 post_tls_notification_consumed=0 post_tls_reverse_irq80_consumed=1 post_tls_reverse_irq82_consumed=0 post_tls_command_response_before_ack=0 post_tls_known_auxiliary_consumed=9 post_tls_invalid_frame=0 fdt_irq100_3_reason=NONE fdt_delta_recovery=0 fdt_delta_recovery_exhausted=0 first_image=0 release_tail=0 single_terminal=0 rearm32=0 rejected_a0=0 rejected_a0_phase=NOT_STARTED rejected_a0_control=0 rejected_a0_irq=0 rejected_a0_flags=0 enroll_stages=0 enroll_rearm32=0 enroll_terminal=0 enroll_contacts=0 enroll_retry_scans=0 secure_retry=0 post_retry=0 reopen=0 explicit_verify_reopen=0 explicit_identify_reopen=0 reset=0 clear_halt=0 persistent=0 sigfm_baseline_pinned=0 sigfm_baseline_reused=0 real_submit=71 outstanding=0 drained=1 context_closed=1
2026-09-15T12:41:30.616985+00:00	89f8f25b8fa2472aa8cbbec2f97ecf17	62081344	GOODIX_D299_FORENSIC_AUDIT tls_plaintext=1 fdt_threshold=29 delta3_attempts=1 delta3_max1=4 delta3_max2=0 delta3_max3=0 delta3_over1=0 delta3_over2=0 delta3_over3=0 first_irq2=0 first_cmd22=0 first_b0=0 first_decode=0 first_pipeline=0 cancel_count=1 cancel_phase=FIRST_IRQ2 usb_out_submit=28 usb_in_complete=43 usb_out_complete=28
2026-09-15T12:42:29.897696+00:00	89f8f25b8fa2472aa8cbbec2f97ecf17	121362055	GOODIX_PRODUCTION_EPOCH_AUDIT action=FPI_DEVICE_ACTION_VERIFY attempts=1 rejected=0 logical_actions=1 transport_epochs=1 identify_enroll_handoffs=0 identify_enroll_armed=0 consumed=1 tls=1 baseline_disturbance=0 baseline_resample=0 baseline_recovery_exhausted=0 baseline_last_phase=NOT_STARTED baseline_last_irq=0 baseline_last_flags=0 baseline_touch_flags_accepted=0 baseline_last_accepted_flags=0 capture_entry=1 post_tls_ack_consumed=8 post_tls_late_ack_consumed=0 post_tls_notification_consumed=0 post_tls_reverse_irq80_consumed=0 post_tls_reverse_irq82_consumed=0 post_tls_command_response_before_ack=0 post_tls_known_auxiliary_consumed=8 post_tls_invalid_frame=0 fdt_irq100_3_reason=NONE fdt_delta_recovery=0 fdt_delta_recovery_exhausted=0 first_image=0 release_tail=0 single_terminal=0 rearm32=0 rejected_a0=0 rejected_a0_phase=NOT_STARTED rejected_a0_control=0 rejected_a0_irq=0 rejected_a0_flags=0 enroll_stages=0 enroll_rearm32=0 enroll_terminal=0 enroll_contacts=0 enroll_retry_scans=0 secure_retry=0 post_retry=0 reopen=0 explicit_verify_reopen=0 explicit_identify_reopen=0 reset=0 clear_halt=0 persistent=0 sigfm_baseline_pinned=0 sigfm_baseline_reused=0 real_submit=70 outstanding=0 drained=1 context_closed=1
2026-09-15T12:42:29.898368+00:00	89f8f25b8fa2472aa8cbbec2f97ecf17	121362727	GOODIX_D299_FORENSIC_AUDIT tls_plaintext=1 fdt_threshold=29 delta3_attempts=1 delta3_max1=1 delta3_max2=0 delta3_max3=0 delta3_over1=0 delta3_over2=0 delta3_over3=0 first_irq2=0 first_cmd22=0 first_b0=0 first_decode=0 first_pipeline=0 cancel_count=1 cancel_phase=FIRST_IRQ2 usb_out_submit=28 usb_in_complete=42 usb_out_complete=28
2026-09-15T12:46:52.312679+00:00	89f8f25b8fa2472aa8cbbec2f97ecf17	383777038	GOODIX_PRODUCTION_EPOCH_AUDIT action=FPI_DEVICE_ACTION_VERIFY attempts=1 rejected=0 logical_actions=1 transport_epochs=1 identify_enroll_handoffs=0 identify_enroll_armed=0 consumed=1 tls=1 baseline_disturbance=0 baseline_resample=0 baseline_recovery_exhausted=0 baseline_last_phase=NOT_STARTED baseline_last_irq=0 baseline_last_flags=0 baseline_touch_flags_accepted=0 baseline_last_accepted_flags=0 capture_entry=1 post_tls_ack_consumed=9 post_tls_late_ack_consumed=0 post_tls_notification_consumed=0 post_tls_reverse_irq80_consumed=0 post_tls_reverse_irq82_consumed=0 post_tls_command_response_before_ack=0 post_tls_known_auxiliary_consumed=9 post_tls_invalid_frame=0 fdt_irq100_3_reason=NONE fdt_delta_recovery=0 fdt_delta_recovery_exhausted=0 first_image=1 release_tail=0 single_terminal=0 rearm32=0 rejected_a0=0 rejected_a0_phase=NOT_STARTED rejected_a0_control=0 rejected_a0_irq=0 rejected_a0_flags=0 enroll_stages=0 enroll_rearm32=0 enroll_terminal=0 enroll_contacts=0 enroll_retry_scans=0 secure_retry=0 post_retry=0 reopen=0 explicit_verify_reopen=0 explicit_identify_reopen=0 reset=0 clear_halt=0 persistent=0 sigfm_baseline_pinned=1 sigfm_baseline_reused=0 real_submit=75 outstanding=0 drained=1 context_closed=1
2026-09-15T12:46:52.312770+00:00	89f8f25b8fa2472aa8cbbec2f97ecf17	383777129	GOODIX_D299_FORENSIC_AUDIT tls_plaintext=2 fdt_threshold=29 delta3_attempts=1 delta3_max1=1 delta3_max2=0 delta3_max3=0 delta3_over1=0 delta3_over2=0 delta3_over3=0 first_irq2=1 first_cmd22=1 first_b0=1 first_decode=1 first_pipeline=1 cancel_count=1 cancel_phase=RELEASE_34 usb_out_submit=30 usb_in_complete=45 usb_out_complete=30
2026-09-15T13:55:05.902137+00:00	50490d929aef46a2913c34bd50a100ea	63360881	GOODIX_PRODUCTION_EPOCH_AUDIT action=FPI_DEVICE_ACTION_VERIFY attempts=1 rejected=0 logical_actions=1 transport_epochs=1 identify_enroll_handoffs=0 identify_enroll_armed=0 consumed=1 tls=1 baseline_disturbance=0 baseline_resample=0 baseline_recovery_exhausted=0 baseline_last_phase=NOT_STARTED baseline_last_irq=0 baseline_last_flags=0 baseline_touch_flags_accepted=1 baseline_last_accepted_flags=63 capture_entry=1 post_tls_ack_consumed=8 post_tls_late_ack_consumed=0 post_tls_notification_consumed=0 post_tls_reverse_irq80_consumed=1 post_tls_reverse_irq82_consumed=0 post_tls_command_response_before_ack=0 post_tls_known_auxiliary_consumed=9 post_tls_invalid_frame=0 fdt_irq100_3_reason=NONE fdt_delta_recovery=0 fdt_delta_recovery_exhausted=0 first_image=0 release_tail=0 single_terminal=0 rearm32=0 rejected_a0=0 rejected_a0_phase=NOT_STARTED rejected_a0_control=0 rejected_a0_irq=0 rejected_a0_flags=0 enroll_stages=0 enroll_rearm32=0 enroll_terminal=0 enroll_contacts=0 enroll_retry_scans=0 secure_retry=0 post_retry=0 reopen=0 explicit_verify_reopen=0 explicit_identify_reopen=0 reset=0 clear_halt=0 persistent=0 sigfm_baseline_pinned=0 sigfm_baseline_reused=0 real_submit=73 outstanding=0 drained=1 context_closed=1
2026-09-15T13:55:05.903942+00:00	50490d929aef46a2913c34bd50a100ea	63362686	GOODIX_D299_FORENSIC_AUDIT tls_plaintext=1 fdt_threshold=29 delta3_attempts=1 delta3_max1=4 delta3_max2=0 delta3_max3=0 delta3_over1=0 delta3_over2=0 delta3_over3=0 first_irq2=0 first_cmd22=0 first_b0=0 first_decode=0 first_pipeline=0 cancel_count=1 cancel_phase=FIRST_IRQ2 usb_out_submit=29 usb_in_complete=44 usb_out_complete=29
2026-09-15T13:55:05.904050+00:00	50490d929aef46a2913c34bd50a100ea	63362794	GOODIX_D300_PRECAP_AUDIT precap_af_count=1 precap_af_response_count=1 precap_state_byte0=1 precap_flags=0x02 precap_pov=0 precap_tls_connected=1 precap_locked=0 precap_unknown_flags=0x00 terminal_reason=NONE d2_send_count=0 first_arm_send_count=1 image_command_send_count=0 retry_count=0 reopen_count=0 reset_count=0 persistent_write_count=0
